,BlockHeight,uusd_burnt,uluna_minted,spread,delta,lunaPool,terra_pool,usd_per_luna_price,usd_per_ust_price
260,7594602.0,134405.0,101903.06343211337,0.2132198197704188,6319243.760059762,44389800.591977045,56319243.76005976,1.033703622078337,0.7440199169741887
261,7594603.0,134048.0,102018.27583662324,0.21329179659148714,6321955.47372827,44387663.371633835,56321955.47372827,1.0321033645476378,0.7459960550681163
262,7594604.0,133874.0,102511.91079983534,0.2096830748112599,6193379.15196665,44489226.98240163,56193379.15196665,1.0321033645476378,0.7469706971996941
263,7594605.0,131658.0,100680.71908116764,0.21073608205541114,6231708.2989989575,44458901.847812176,56231708.29899896,1.0321033645476378,0.7595410287092955
264,7594606.0,131857.0,99339.86339244586,0.22242272127345475,6652993.234616619,44128295.033711076,56652993.23461662,1.031281460793024,0.7583925265303908
265,7594607.0,132261.0,97686.34097585709,0.23830825094995994,7240965.708852058,43675014.37197776,57240965.70885206,1.0284079362212866,0.7560778075107139
266,7594608.0,132824.0,98557.18858732599,0.23690752488357475,7188048.167425607,43715427.96286591,57188048.16742561,1.0284079362212866,0.7528758837967048
267,7594609.0,133935.0,100068.7419510234,0.23163110172761076,6990768.828374896,43866753.36015621,56990768.82837489,1.0284079362212866,0.7466291721001193
268,7594610.0,135490.0,101374.2929950906,0.2305400587130184,6949734.655010076,43898360.811415404,56949734.655010074,1.0263422540927238,0.738056620892175
269,7594611.0,134737.0,101122.01731401705,0.22971567432500567,6919638.750389131,43921571.79639354,56919638.75038913,1.0249044819771522,0.7421833669291179
270,7594612.0,134508.0,101765.83019441433,0.2245795381807695,6730602.741668322,44067925.93733124,56730602.74166832,1.020822905514322,0.7434483713842285
271,7594613.0,134454.0,100572.14339812659,0.23642028026329717,7169310.8137160735,43729755.78009241,57169310.81371608,1.020822905514322,0.7437483622503497
272,7594614.0,134903.0,101084.43439161638,0.23508516476340996,7119185.488035932,43768131.1216114,57119185.48803593,1.020822905514322,0.741269758865854
273,7594615.0,135769.0,101859.27809736524,0.23413824789941923,7083510.199670387,43795484.742534906,57083510.19967039,1.020822905514322,0.7365410097289293
274,7594616.0,134818.0,101775.17816967062,0.22937268696760843,6906931.51494923,43931379.41980336,56906931.51494923,1.0258503558877816,0.7417353037701497
275,7594617.0,134868.0,101851.6322632981,0.2252829937045421,6756241.57161935,44048018.87463442,56756241.57161935,1.0194013463143203,0.7414656590799223
276,7594618.0,135432.0,103074.48998653684,0.2241547502588931,6714711.859817601,44080273.31919236,56714711.8598176,1.0151965817671182,0.7383773317326702
277,7594619.0,135432.0,104185.43849799692,0.2190272532852294,6528192.085933778,44225720.08316694,56528192.085933775,1.0151965817671182,0.7383773317326702
278,7594620.0,134199.0,103563.20088043879,0.21655893463674938,6439451.797449012,44295256.60476023,56439451.797449015,1.0151965817671182,0.7451565434844807
279,7594621.0,132638.0,103010.34749809437,0.2115701935590975,6261032.268980643,44435729.2992359,56261032.268980645,1.01634162,0.7539272442360914
280,7594622.0,132638.0,103433.27134296365,0.20744026177560543,6113996.352901994,44552164.566527255,56113996.352901995,1.01634162,0.7539272442360914
281,7594623.0,131710.0,102273.61008031832,0.21080459682424227,6233927.326457153,44457147.470541164,56233927.32645715,1.0126204931845004,0.759238210453931
282,7594624.0,131821.0,103371.33524866306,0.2059236959161171,6060762.67850001,44594470.00992694,56060762.67850001,1.0126204931845004,0.7586015989505912
283,7594625.0,132905.0,101113.06837678657,0.22960637171588938,6916267.227826264,43924173.5582012,56916267.22782627,1.0126204931845004,0.7524119014400855
284,7594626.0,135390.0,103606.13889703224,0.22510008518461735,6749464.55836523,44053279.082991526,56749464.55836523,1.0059200900066765,0.7386063432050342
285,7594627.0,134043.0,103276.75975644535,0.2249638737584103,6745425.170609274,44056414.98823151,56745425.17060927,1.0219597055373748,0.7460242028319535
286,7594628.0,133321.0,101027.69400259084,0.22558162319508754,6767902.0923711145,44038971.10610273,56767902.09237111,1.0219597055373748,0.7500687753120576
287,7594629.0,134686.0,101568.21412922269,0.22932879287039903,6905356.372094561,43932595.44238543,56905356.372094564,1.0219597055373748,0.7424675925540548
288,7594630.0,133762.0,100944.03497977045,0.2287739697097781,6885209.342028119,43948155.04621764,56885209.34202812,1.0219597055373748,0.747593578555888
289,7594631.0,134862.0,102451.29424489845,0.22364272739215363,6696335.855471303,44094560.297034524,56696335.855471306,1.0209254866766773,0.7414948717150989
290,7594632.0,133880.0,100823.99628495204,0.2311488835083495,6972898.75752189,43880512.5686173,56972898.75752189,1.022604386785038,0.7469354681935613
291,7594633.0,133652.0,100482.26173627222,0.23118545442197388,6974472.135688729,43879300.78660621,56974472.13568873,1.022604386785038,0.7482064156201296
292,7594634.0,134099.0,101506.150724382,0.22594027534570504,6780774.022528216,44028987.68178302,56780774.022528216,1.022604386785038,0.7457176999153295
293,7594635.0,135539.0,102763.00401718647,0.22468146653595367,6734084.550606638,44065221.45906853,56734084.55060664,1.022604386785038,0.737791453526427
294,7594636.0,134576.0,101746.68520471134,0.22685615093943845,6814247.794926604,44003046.71856,56814247.794926606,1.023927543230712,0.7430725359451307
295,7594637.0,134762.0,102435.74427214172,0.22168875520114323,6624963.133956421,44150139.119487025,56624963.13395642,1.0231477834192872,0.7420450420824364
296,7594638.0,136210.0,104239.62710812103,0.21699916731424218,6454447.270035409,44283490.86550949,56454447.27003541,1.0123261928210228,0.7341563164280126
297,7594639.0,135396.0,104840.93070946996,0.21612735799484187,6423449.393322223,44307819.29996428,56423449.39332222,1.0123261928210228,0.7385714994146568
298,7594640.0,135396.0,104561.60223696059,0.218215835712957,6498831.852825687,44248702.4601194,56498831.85282569,1.0123261928210228,0.7385714994146568
299,7594641.0,90675.0,70375.35329231978,0.2143058895302067,6374585.994721338,44346223.673094265,56374585.99472134,1.5116,1.1028309713137858
300,7594642.0,135717.0,70901.4256761693,0.2103082513458335,6214742.535162548,44472319.6666113,56214742.535162546,1.0099316770592046,0.7368245120215422
301,7594643.0,135717.0,106775.35060497199,0.20543624671143684,6042110.798074699,44609311.89775754,56042110.7980747,1.0099316770592046,0.7368245120215422
302,7594644.0,132747.0,101801.75652055185,0.22549798722100112,6765047.320415574,44041185.87074398,56765047.32041557,1.0099316770592046,0.7533076583364551
303,7594645.0,133628.0,102750.14681946303,0.2234364946309174,6689258.779290081,44100065.05347551,56689258.77929008,1.0099316770592046,0.7483431268172753
304,7594646.0,133375.0,102682.75535014793,0.22247372209308414,6654213.463133787,44127344.59065093,56654213.46313379,1.011924166011359,0.7497645648733257
305,7594647.0,133690.0,102627.285418252,0.22319522621830848,6680291.87983296,44107041.74389597,56680291.87983296,1.0096594314266691,0.7479939971251539
306,7594648.0,135143.0,103605.95701331363,0.22595523519177343,6780801.306907065,44028966.52492097,56780801.306907065,1.0091516208375004,0.7399527473444142
307,7594649.0,136081.0,104793.75087176352,0.22286885350723934,6667619.519394677,44116905.23093822,56667619.51939468,1.0091516208375004,0.7348534487009832
308,7594650.0,135184.0,103750.16900437098,0.22550263926999065,6764310.389356266,44041757.62643932,56764310.38935626,1.0091516208375004,0.7397291928395654
309,7594651.0,134770.0,103508.82156721466,0.22493065923028643,6743496.6872654585,44057912.28867038,56743496.687265456,1.012556613203672,0.7420023144269604
310,7594652.0,135217.0,103637.73375135912,0.22392101076506585,6706243.114454504,44086856.44989848,56706243.11445451,1.0172133431471115,0.7395507418656864
311,7594653.0,134600.0,101657.88602282434,0.23174028158584564,6994707.665567787,43863721.78044041,56994707.665567786,1.0172133431471115,0.7429379286875155
312,7594654.0,134320.0,102114.65192999094,0.22667967187306642,6807854.905707063,44007998.614797965,56807854.90570706,1.0172133431471115,0.7444857646926886
313,7594655.0,134320.0,102692.68582736325,0.22230218681351882,6647609.217680416,44132489.164603956,56647609.21768042,1.0172133431471115,0.7444857646926886
314,7594656.0,133766.0,102163.16697995183,0.2231079898466473,6677211.37799635,44109439.03585505,56677211.37799635,1.0188309871723618,0.7475740009620041
315,7594657.0,132259.0,99402.73825710238,0.23427071166333102,7089624.158972031,43790794.50651993,57089624.15897203,1.0307577671321155,0.756088956169083
316,7594658.0,132609.0,99108.03618093295,0.2296421956374955,6917708.972154836,43923060.94440739,56917708.97215483,1.0307577671321155,0.7540955107154081
317,7594659.0,132774.0,98555.48127475847,0.23488915135944502,7112647.315558498,43773141.6333586,57112647.3155585,1.0307577671321155,0.753158052506942
318,7594660.0,132957.0,96334.81826482347,0.2531580723713112,7807491.600501496,43246989.80673833,57807491.60050149,1.0307577671321155,0.7521199012821441
319,7594661.0,139563.0,101874.93386891975,0.24759155821055975,7590616.833820899,43409849.33732885,57590616.8338209,1.00932407,0.7165218814196279
320,7594662.0,134376.0,100914.83291390075,0.24200921384750052,7379766.366214763,43569365.27144874,57379766.36621477,1.0418656538792892,0.7441757891188666
321,7594663.0,134376.0,98456.79879769345,0.2366288841889884,7177155.183617524,43723756.3144153,57177155.183617525,1.0418656538792892,0.7441757891188666
322,7594664.0,133488.0,96956.42442852256,0.2432610531656737,7427711.791870523,43532989.94500249,57427711.79187052,1.0418656538792892,0.7491265808150493
323,7594665.0,133316.0,96922.81612649599,0.24254738216377733,7400691.8294313345,43553482.02821073,57400691.82943133,1.0418656538792892,0.7500937896359366
324,7594666.0,134316.0,98349.53800308304,0.23711988355588232,7195590.591786676,43709663.17740937,57195590.591786675,1.040202954264495,0.7445102084221499
325,7594667.0,134735.0,99378.98616897635,0.232758266190822,7032354.744035811,43834767.32146394,57032354.74403581,1.043239363548613,0.7421974245530749
326,7594668.0,135714.0,99338.32990648368,0.2363819792532665,7167270.750763273,43731316.31383017,57167270.750763275,1.0369374505594329,0.7368420284728059
327,7594669.0,135717.0,97057.45532303795,0.25843843969099645,8012092.035528337,43094463.796770595,58012092.03552834,1.0369374505594329,0.7368229234763557
328,7594670.0,137966.0,99423.70087882996,0.25274227770263996,7789533.923430327,43260428.49406671,57789533.92343032,1.0369374505594329,0.724815570375886
329,7594671.0,137381.0,99254.92535956198,0.25083418188970086,7716045.353016561,43315511.04565303,57716045.35301656,1.0367873340289937,0.7279004153124045
330,7594672.0,136944.0,99174.76056947373,0.24915925039586678,7651604.797664329,43363927.31432316,57651604.79766433,1.0371347771390524,0.7302252402550727
331,7594673.0,135151.0,98570.57922165253,0.243579583476882,7439060.219951431,43524388.98594003,57439060.21995143,1.0576957415506234,0.7399082670091676
332,7594674.0,136182.0,98086.41955503338,0.23818428083515736,7234864.955919735,43679669.75942743,57234864.955919735,1.0576957415506234,0.7343079327069945
333,7594675.0,133769.0,96989.3865008414,0.23311633429608158,7046163.248025949,43824156.74706241,57046163.24802595,1.0576957415506234,0.7475538420499751
334,7594676.0,134478.0,97390.46923484153,0.23400493331765135,7079007.2184605,43798939.78239078,57079007.2184605,1.0560757069126354,0.7436151155462474
335,7594677.0,135151.0,98495.16800001902,0.23035453549660098,6943221.644102543,43903381.78659967,56943221.64410254,1.0578517516483767,0.7399098882460206
336,7594678.0,134254.0,97624.80082227699,0.2307673026191428,6958737.836915229,43891422.01777754,56958737.83691523,1.0578517516483767,0.7448548666631664
337,7594679.0,133309.0,94386.62376571045,0.2510103947765485,7724345.639155236,43309282.63142085,57724345.63915524,1.0578517516483767,0.750132544154637
338,7594680.0,134032.0,95037.01352953371,0.24991739857908765,7681968.188632293,43341100.84150507,57681968.188632295,1.0578517516483767,0.7460901610561841
339,7594681.0,135273.0,96620.40919538657,0.24441633502382126,7470962.956658116,43500228.13930196,57470962.95665812,1.063673150556197,0.739241405733023
340,7594682.0,135252.0,96265.09228687345,0.24293471444886774,7414761.5433334345,43542809.075557,57414761.54333343,1.0715444406755332,0.7393570662918721
341,7594683.0,136336.0,96779.84824229754,0.23935051377878408,7278714.182286427,43646231.16440576,57278714.18228643,1.0715444406755332,0.7334805775975408
342,7594684.0,135364.0,93825.51387626206,0.2572751411923871,7966734.2561513465,43128184.32987198,57966734.25615135,1.0715444406755332,0.7387459703682838
343,7594685.0,140345.0,95799.38078311819,0.26856465211935737,8410906.379224073,42800226.10450733,58410906.37922408,1.0715444406755332,0.712525847187462
344,7594686.0,141907.0,97642.52687787858,0.26269805682945796,8177270.090912294,42972109.14319814,58177270.0909123,1.0787015058350964,0.7046847045069918
345,7594687.0,140285.0,96313.47528969406,0.2594112640182178,8048376.980206064,43067526.26094052,58048376.980206065,1.074254338020981,0.7128299519474198
346,7594688.0,131510.0,91374.82731129423,0.25359436829841203,7824810.952978117,43234036.71882206,57824810.95297812,1.1335598539099287,0.7603963635472885
347,7594689.0,133107.0,86484.6799806489,0.2634830534508982,8211570.548618727,42946788.35218819,58211570.54861873,1.1335598539099287,0.7512720954050219
348,7594690.0,130508.0,85379.11007704563,0.25841839928666777,8013248.381090887,43093604.818978935,58013248.38109089,1.1335598539099287,0.7662353270140657
349,7594691.0,132025.0,86903.98669168142,0.2538468437158661,7834543.51207345,43226761.173935845,57834543.51207345,1.134251405563275,0.7574279982258616
350,7594692.0,134983.0,88975.17688103218,0.2523486702951351,7775282.529303267,43271099.51789531,57775282.52930327,1.1400261699858267,0.7408294142778437
351,7594693.0,130964.0,86372.34589881962,0.2481389184224493,7614668.024187378,43391727.93550538,57614668.02418738,1.1620792737174737,0.7635645407367116
352,7594694.0,130446.0,83675.46447979113,0.25457643016537157,7863448.236681433,43205167.96327344,57863448.23668143,1.1620792737174737,0.7665991328106776
353,7594695.0,130797.0,84536.6044807226,0.2489259238552914,7645063.786823763,43368847.83830247,57645063.786823764,1.1620792737174737,0.7645424128921894
354,7594696.0,134046.0,86771.82457534724,0.24775272009862623,7598848.371912223,43403645.57044011,57598848.371912226,1.147280082629487,0.7460124973673086
355,7594697.0,136049.0,89858.54089730888,0.2422368835814326,7387769.250470217,43563289.402114466,57387769.25047022,1.1438303407637165,0.735029108248857
356,7594698.0,137327.0,91618.19304965934,0.236889548478101,7185829.232696875,43717124.21668595,57185829.232696876,1.1438303407637165,0.728185380430743
357,7594699.0,137955.0,92594.87409484509,0.2322654025669234,7012963.39903718,43849676.4762489,57012963.39903718,1.1438303407637165,0.7248733586894078
358,7594700.0,137628.0,92970.76045841782,0.227317285608932,6830077.047733005,43990790.26234976,56830077.04773301,1.1438303407637165,0.7265938985115706
359,7594701.0,138613.0,94262.13495604433,0.22215167446135925,6640524.777056019,44138009.13463114,56640524.777056016,1.146422961931672,0.7214315518106815
360,7594702.0,138729.0,94734.58801666275,0.21713623689755446,6458454.421071129,44280347.835150145,56458454.42107113,1.1451872559140184,0.7208282041854062
361,7594703.0,136310.0,93530.08854026365,0.21422151389612137,6354582.690260045,44361964.55824494,56354582.690260045,1.1451872559140184,0.7336197002403789
362,7594704.0,136274.0,93919.46124749191,0.21074181353054697,6230118.253782504,44460159.03286544,56230118.2537825,1.1451872559140184,0.7338120477241818
363,7594705.0,133832.0,92045.89453641647,0.21237233709195166,6289251.820215804,44413452.287211716,56289251.82021581,1.1451872559140184,0.7472040705671548
364,7594706.0,133632.0,91401.94749744664,0.21671197437890558,6445177.719635278,44290763.19712496,56445177.71963528,1.148044965809346,0.748319419078703
365,7594707.0,134346.0,91415.33757218483,0.21881620519026446,6520819.929629561,44231488.55789051,56520819.929629564,1.1468089174650051,0.7443459026647675
