,BlockHeight,uluna_burnt,uusd_minted,spread,delta,lunaPool,terra_pool,usd_per_luna_price,usd_per_ust_price
201,7594543.0,94650.0,94999.97525359511,0.05,5333524.071955458,45180567.15037726,55333524.07195546,1.0565237607094848,0.7536487737668187
202,7594544.0,94650.0,94999.97525359511,0.05,6013561.847821312,44632048.338437155,56013561.84782131,1.0565237607094848,0.7549692341386683
203,7594545.0,94650.0,94999.97525359511,0.05,5848902.914974363,44763636.69678627,55848902.91497436,1.0565237607094848,0.7542616894188775
204,7594546.0,94546.0,94895.59070603701,0.05,5690580.223453365,44890895.19213085,55690580.223453365,1.0576829454775865,0.7549299049499028
205,7594547.0,95477.0,95935.17485609536,0.05,5534938.645997522,45016705.89637319,55534938.645997524,1.0473707826701184,0.7461837453797251
206,7594548.0,95477.0,94999.82920614514,0.05,5522760.4719448555,45026579.70803212,55522760.47194485,1.0473707826701184,0.7507553770179408
207,7594549.0,95477.0,94999.82920614514,0.05,5769915.527250672,44827035.801738545,55769915.52725067,1.0473707826701184,0.7557137333353855
208,7594550.0,95477.0,94999.82920614514,0.05,5820166.385837442,44786681.26353514,55820166.38583744,1.0473707826701184,0.7554120864113013
209,7594551.0,95580.0,95102.31443722942,0.05,5899792.505309929,44722885.1477852,55899792.50530993,1.0462401366205152,0.7500199694109041
210,7594552.0,95466.0,94886.3428384834,0.05,6043662.194153923,44608077.026429266,56043662.19415392,1.0474878633628106,0.7403604723294576
211,7594553.0,95466.0,94999.5025456044,0.05,6176008.096360758,44502984.18697994,56176008.09636076,1.0474878633628106,0.7403604723294576
212,7594554.0,95366.0,94899.9911985849,0.05,6011916.895906293,44633359.08760366,56011916.89590629,1.048588646141111,0.7530398605687649
213,7594555.0,95366.0,94999.71958649854,0.05,5940484.97949256,44690352.62952198,55940484.97949256,1.048588646141111,0.7603110072683567
214,7594556.0,96380.0,96009.82502932625,0.05,6729981.511076666,44068408.510090366,56729981.51107667,1.037557508441735,0.75116376562094
215,7594557.0,95554.0,94185.63165355948,0.05,6543590.705591426,44213676.01178505,56543590.705591425,1.046521781858331,0.7576321054517543
216,7594558.0,95554.0,94999.37522650641,0.05,6361824.297102775,44356264.74440626,56361824.29710278,1.046521781858331,0.7576236225081655
217,7594559.0,95554.0,94999.37522650641,0.05,6334980.235386934,44377400.85385917,56334980.23538694,1.046521781858331,0.750598121380017
218,7594560.0,95554.0,94999.37522650641,0.05,6159008.562181742,44516455.40059507,56159008.56218174,1.046521781858331,0.7459122658186615
219,7594561.0,95465.0,94910.89180985028,0.05,6288939.482245807,44413698.730076976,56288939.4822458,1.0475034418237208,0.7524083665930954
220,7594562.0,95624.0,95158.1456649039,0.05,6131312.842183332,44538420.24021254,56131312.84218333,1.0457532352108727,0.7500747432617257
221,7594563.0,95339.0,94716.01430718093,0.05,6162963.118141937,44513320.90048579,56162963.118141934,1.0488855694256105,0.75598252577977
222,7594564.0,95339.0,94999.71623829486,0.05,6021477.343031861,44625742.10051528,56021477.34303186,1.0488855694256105,0.7543973625325239
223,7594565.0,95339.0,94999.71623829486,0.05,5856596.560339938,44757470.987322636,55856596.560339935,1.0488855694256105,0.755223266934818
224,7594566.0,95653.0,95312.59880365452,0.05,5908035.502628248,44716291.272342674,55908035.50262825,1.045442093824387,0.7641010476030924
225,7594567.0,94887.0,94238.92075887886,0.05,6636680.149342389,44141005.32389746,56636680.14934239,1.0538812368748656,0.7637444436389921
226,7594568.0,94887.0,94999.6474771781,0.05,6455197.753977715,44282902.18545652,56455197.753977716,1.0538812368748656,0.7637444436389921
227,7594569.0,94887.0,94999.6474771781,0.05,7020520.379148273,43843865.03975541,57020520.379148275,1.0538812368748656,0.7597843020867773
228,7594570.0,94887.0,94999.6474771781,0.05,6981300.48593517,43874042.513597615,56981300.48593517,1.0538812368748656,0.7537430946618878
229,7594571.0,94992.0,95104.77213055638,0.05,6937210.098232774,43908017.19449888,56937210.098232776,1.052712137244485,0.7489822942705192
230,7594572.0,94825.0,94832.25699349788,0.05,6747164.994908937,44055064.25253644,56747164.99490894,1.0545733062789169,0.7532565472246291
231,7594573.0,94231.0,94404.82236277018,0.05,6559743.745050356,44201048.91685934,56559743.745050356,1.0612129079513952,0.7534280467375444
232,7594574.0,94231.0,94999.19585270953,0.05,7086893.2606447,43792889.35177494,57086893.260644704,1.0612129079513952,0.7519474717778469
233,7594575.0,94231.0,94999.19585270953,0.05,6890035.114515681,43944427.08582749,56890035.11451568,1.0612129079513952,0.7585756042523101
234,7594576.0,94320.0,95088.92140407683,0.05,6853034.993173079,43973026.24741495,56853034.99317308,1.0602109396822053,0.7532625685880566
235,7594577.0,94942.0,95625.61968354255,0.05,6662672.910029382,44120756.60407993,56662672.91002938,1.0532664577154427,0.7482363121997463
236,7594578.0,94942.0,94999.26282699857,0.05,6876616.169167354,43954794.92950642,56876616.169167355,1.0532664577154427,0.7515916213000413
237,7594579.0,94942.0,94999.26282699857,0.05,6871204.571038023,43958977.46243868,56871204.57103802,1.0532664577154427,0.7487827041054842
238,7594580.0,94942.0,94999.26282699857,0.05,6829230.487769152,43991445.57373609,56829230.48776915,1.0532664577154427,0.7487547334198174
239,7594581.0,94331.0,94387.89431161765,0.05,6640274.105071325,44138204.47553521,56640274.10507132,1.0600937854765315,0.753107495837914
240,7594582.0,95580.0,96257.57581505454,0.05,6458210.712197121,44280538.97676755,56458210.712197125,1.0462423892481432,0.7432718593356623
241,7594583.0,95580.0,94999.85518612064,0.05,6539951.104413513,44216522.14348749,56539951.10441351,1.0462423892481432,0.745670223766297
242,7594584.0,95580.0,94999.85518612064,0.05,6363416.746154679,44355011.536282696,56363416.74615468,1.0462423892481432,0.7413128216366948
243,7594585.0,95580.0,94999.85518612064,0.05,6371135.496864597,44348938.12169265,56371135.496864595,1.0462423892481432,0.7538971203026287
244,7594586.0,95441.0,94861.69887862045,0.05,6195052.88580235,44487901.89913005,56195052.88580235,1.0477593519663744,0.750896530297913
245,7594587.0,95271.0,94830.02716012903,0.05,6513540.630694961,44237185.85138764,56513540.63069496,1.0496290055870936,0.7572907091958867
246,7594588.0,95271.0,94999.2447417236,0.05,6681052.603820518,44106449.77738982,56681052.60382052,1.0496290055870936,0.7546070939364748
247,7594589.0,95271.0,94999.2447417236,0.05,7240227.984405122,43675577.26501571,57240227.98440512,1.0496290055870936,0.7541387284816019
248,7594590.0,95271.0,94999.2447417236,0.05,7040090.439985332,43828822.51265664,57040090.439985335,1.0496290055870936,0.7476871468779583
249,7594591.0,95087.0,94815.76959154697,0.05,6998402.639223203,43860878.27450161,56998402.6392232,1.051659101480683,0.752859647444876
250,7594592.0,95072.0,94984.16739117293,0.05,6811438.870432541,44005222.35850503,56811438.87043254,1.051831507110242,0.742211016490147
251,7594593.0,95072.0,94999.73879178568,0.05,6623644.509006112,44151167.26727771,56623644.50900611,1.051831507110242,0.7496123965040379
252,7594594.0,95072.0,94999.73879178568,0.05,6584922.839339234,44181380.38463381,56584922.839339234,1.051831507110242,0.758623003278685
253,7594595.0,95072.0,94999.73879178568,0.05,6402141.674451414,44324558.00047093,56402141.67445141,1.051831507110242,0.7541224324146153
254,7594596.0,95336.0,95263.53813376895,0.05,6413830.562174193,44315373.99760024,56413830.56217419,1.0489168796378707,0.7512645315019674
255,7594597.0,95056.0,94720.55076531458,0.05,6262319.819488002,44434712.39758685,56262319.819488004,1.0520103851650175,0.753480189411251
256,7594598.0,95931.0,95874.38784630204,0.05,6466376.422729906,44274135.48346008,56466376.42272991,1.0424149799917422,0.7572543356196552
257,7594599.0,95931.0,94999.91587330842,0.05,6624832.453874623,44150241.01018659,56624832.453874625,1.0424149799917422,0.7521806371458873
258,7594600.0,95931.0,94999.91587330842,0.05,6509678.671912459,44240209.089042276,56509678.67191246,1.0424149799917422,0.7567001427699533
259,7594601.0,96364.0,95428.713275328,0.05,6494184.633056609,44252342.36476027,56494184.63305661,1.0377233673078377,0.7521985372648405
260,7594602.0,96739.0,95368.90478849327,0.05,6319243.760059762,44389800.591977045,56319243.76005976,1.033703622078337,0.7440199169741887
261,7594603.0,96889.0,95146.7847275706,0.05,6321955.47372827,44387663.371633835,56321955.47372827,1.0321033645476378,0.7459960550681163
262,7594604.0,96889.0,94999.48974327328,0.05,6193379.15196665,44489226.98240163,56193379.15196665,1.0321033645476378,0.7469706971996941
263,7594605.0,96889.0,94999.48974327328,0.05,6231708.2989989575,44458901.847812176,56231708.29899896,1.0321033645476378,0.7595410287092955
264,7594606.0,96966.0,95074.98810438995,0.05,6652993.234616619,44128295.033711076,56652993.23461662,1.031281460793024,0.7583925265303908
265,7594607.0,97237.0,95264.7796329747,0.05,7240965.708852058,43675014.37197776,57240965.70885206,1.0284079362212866,0.7560778075107139
266,7594608.0,97237.0,94999.33736963177,0.05,7188048.167425607,43715427.96286591,57188048.16742561,1.0284079362212866,0.7528758837967048
267,7594609.0,97237.0,94999.33736963177,0.05,6990768.828374896,43866753.36015621,56990768.82837489,1.0284079362212866,0.7466291721001193
268,7594610.0,97433.0,95190.82692735619,0.05,6949734.655010076,43898360.811415404,56949734.655010074,1.0263422540927238,0.738056620892175
269,7594611.0,97570.0,95133.2030452357,0.05,6919638.750389131,43921571.79639354,56919638.75038913,1.0249044819771522,0.7421833669291179
270,7594612.0,97960.0,95379.66090175773,0.05,6730602.741668322,44067925.93733124,56730602.74166832,1.020822905514322,0.7434483713842285
271,7594613.0,97960.0,94999.82123297385,0.05,7169310.8137160735,43729755.78009241,57169310.81371608,1.020822905514322,0.7437483622503497
272,7594614.0,97960.0,94999.82123297385,0.05,7119185.488035932,43768131.1216114,57119185.48803593,1.020822905514322,0.741269758865854
273,7594615.0,97960.0,94999.82123297385,0.05,7083510.199670387,43795484.742534906,57083510.19967039,1.020822905514322,0.7365410097289293
274,7594616.0,97480.0,94534.32598805931,0.05,6906931.51494923,43931379.41980336,56906931.51494923,1.0258503558877816,0.7417353037701497
275,7594617.0,98096.0,95600.22568560943,0.05,6756241.57161935,44048018.87463442,56756241.57161935,1.0194013463143203,0.7414656590799223
276,7594618.0,98503.0,95393.38627519952,0.05,6714711.859817601,44080273.31919236,56714711.8598176,1.0151965817671182,0.7383773317326702
277,7594619.0,98503.0,94999.91344911614,0.05,6528192.085933778,44225720.08316694,56528192.085933775,1.0151965817671182,0.7383773317326702
278,7594620.0,98503.0,94999.91344911614,0.05,6439451.797449012,44295256.60476023,56439451.797449015,1.0151965817671182,0.7451565434844807
279,7594621.0,98392.0,94892.86096956879,0.05,6261032.268980643,44435729.2992359,56261032.268980645,1.01634162,0.7539272442360914
280,7594622.0,98392.0,94999.890441288,0.05,6113996.352901994,44552164.566527255,56113996.352901995,1.01634162,0.7539272442360914
281,7594623.0,98753.0,95348.44479986698,0.05,6233927.326457153,44457147.470541164,56233927.32645715,1.0126204931845004,0.759238210453931
282,7594624.0,98753.0,94999.34598527651,0.05,6060762.67850001,44594470.00992694,56060762.67850001,1.0126204931845004,0.7586015989505912
283,7594625.0,98753.0,94999.34598527651,0.05,6916267.227826264,43924173.5582012,56916267.22782627,1.0126204931845004,0.7524119014400855
284,7594626.0,99411.0,95632.33505556616,0.05,6749464.55836523,44053279.082991526,56749464.55836523,1.0059200900066765,0.7386063432050342
285,7594627.0,97851.0,93508.77239088115,0.05,6745425.170609274,44056414.98823151,56745425.17060927,1.0219597055373748,0.7460242028319535
286,7594628.0,97851.0,94999.79018921078,0.05,6767902.0923711145,44038971.10610273,56767902.09237111,1.0219597055373748,0.7500687753120576
287,7594629.0,97851.0,94999.79018921078,0.05,6905356.372094561,43932595.44238543,56905356.372094564,1.0219597055373748,0.7424675925540548
288,7594630.0,97851.0,94999.79018921078,0.05,6885209.342028119,43948155.04621764,56885209.34202812,1.0219597055373748,0.747593578555888
289,7594631.0,97950.0,95095.90549951656,0.05,6696335.855471303,44094560.297034524,56696335.855471306,1.0209254866766773,0.7414948717150989
290,7594632.0,97789.0,94843.5182957943,0.05,6972898.75752189,43880512.5686173,56972898.75752189,1.022604386785038,0.7469354681935613
291,7594633.0,97789.0,94999.48736035598,0.05,6974472.135688729,43879300.78660621,56974472.13568873,1.022604386785038,0.7482064156201296
292,7594634.0,97789.0,94999.48736035598,0.05,6780774.022528216,44028987.68178302,56780774.022528216,1.022604386785038,0.7457176999153295
293,7594635.0,97789.0,94999.48736035598,0.05,6734084.550606638,44065221.45906853,56734084.55060664,1.022604386785038,0.737791453526427
294,7594636.0,97663.0,94877.08161525783,0.05,6814247.794926604,44003046.71856,56814247.794926606,1.023927543230712,0.7430725359451307
295,7594637.0,97737.0,95071.8259781031,0.05,6624963.133956421,44150139.119487025,56624963.13395642,1.0231477834192872,0.7420450420824364
296,7594638.0,98782.0,96015.15512463784,0.05,6454447.270035409,44283490.86550949,56454447.27003541,1.0123261928210228,0.7341563164280126
297,7594639.0,98782.0,94999.62568028396,0.05,6423449.393322223,44307819.29996428,56423449.39332222,1.0123261928210228,0.7385714994146568
298,7594640.0,98782.0,94999.62568028396,0.05,6498831.852825687,44248702.4601194,56498831.85282569,1.0123261928210228,0.7385714994146568
299,7594641.0,66155.0,63621.91732177102,0.05,6374585.994721338,44346223.673094265,56374585.99472134,1.5116,1.1028309713137858
300,7594642.0,99016.0,142188.95632,0.05,6214742.535162548,44472319.6666113,56214742.535162546,1.0099316770592046,0.7368245120215422
301,7594643.0,99016.0,94999.42518890947,0.05,6042110.798074699,44609311.89775754,56042110.7980747,1.0099316770592046,0.7368245120215422
302,7594644.0,99016.0,94999.42518890947,0.05,6765047.320415574,44041185.87074398,56765047.32041557,1.0099316770592046,0.7533076583364551
303,7594645.0,99016.0,94999.42518890947,0.05,6689258.779290081,44100065.05347551,56689258.77929008,1.0099316770592046,0.7483431268172753
304,7594646.0,98821.0,94812.33534573427,0.05,6654213.463133787,44127344.59065093,56654213.46313379,1.011924166011359,0.7497645648733257
305,7594647.0,99043.0,95212.80491554986,0.05,6680291.87983296,44107041.74389597,56680291.87983296,1.0096594314266691,0.7479939971251539
306,7594648.0,99093.0,95047.67293644477,0.05,6780801.306907065,44028966.52492097,56780801.306907065,1.0091516208375004,0.7399527473444142
307,7594649.0,99093.0,94999.8684854679,0.05,6667619.519394677,44116905.23093822,56667619.51939468,1.0091516208375004,0.7348534487009832
308,7594650.0,99093.0,94999.8684854679,0.05,6764310.389356266,44041757.62643932,56764310.38935626,1.0091516208375004,0.7397291928395654
309,7594651.0,98759.0,94679.66467617618,0.05,6743496.6872654585,44057912.28867038,56743496.687265456,1.012556613203672,0.7420023144269604
310,7594652.0,98307.0,94564.33282550272,0.05,6706243.114454504,44086856.44989848,56706243.11445451,1.0172133431471115,0.7395507418656864
311,7594653.0,98307.0,94999.23251852494,0.05,6994707.665567787,43863721.78044041,56994707.665567786,1.0172133431471115,0.7429379286875155
312,7594654.0,98307.0,94999.23251852494,0.05,6807854.905707063,44007998.614797965,56807854.90570706,1.0172133431471115,0.7444857646926886
313,7594655.0,98307.0,94999.23251852494,0.05,6647609.217680416,44132489.164603956,56647609.21768042,1.0172133431471115,0.7444857646926886
314,7594656.0,98151.0,94848.48150107054,0.05,6677211.37799635,44109439.03585505,56677211.37799635,1.0188309871723618,0.7475740009620041
315,7594657.0,97016.0,93900.76169893815,0.05,7089624.158972031,43790794.50651993,57089624.15897203,1.0307577671321155,0.756088956169083
316,7594658.0,97016.0,94999.99575928485,0.05,6917708.972154836,43923060.94440739,56917708.97215483,1.0307577671321155,0.7540955107154081
317,7594659.0,97016.0,94999.99575928485,0.05,7112647.315558498,43773141.6333586,57112647.3155585,1.0307577671321155,0.753158052506942
318,7594660.0,97016.0,94999.99575928485,0.05,7807491.600501496,43246989.80673833,57807491.60050149,1.0307577671321155,0.7521199012821441
319,7594661.0,99076.0,97017.18870956241,0.05,7590616.833820899,43409849.33732885,57590616.8338209,1.00932407,0.7165218814196279
320,7594662.0,95981.0,92032.13688453648,0.05,7379766.366214763,43569365.27144874,57379766.36621477,1.0418656538792892,0.7441757891188666
321,7594663.0,95981.0,94999.34195873866,0.05,7177155.183617524,43723756.3144153,57177155.183617525,1.0418656538792892,0.7441757891188666
322,7594664.0,95981.0,94999.34195873866,0.05,7427711.791870523,43532989.94500249,57427711.79187052,1.0418656538792892,0.7491265808150493
323,7594665.0,95981.0,94999.34195873866,0.05,7400691.8294313345,43553482.02821073,57400691.82943133,1.0418656538792892,0.7500937896359366
324,7594666.0,96135.0,95151.7669039012,0.05,7195590.591786676,43709663.17740937,57195590.591786675,1.040202954264495,0.7445102084221499
325,7594667.0,95855.0,94723.221471972,0.05,7032354.744035811,43834767.32146394,57032354.74403581,1.043239363548613,0.7421974245530749
326,7594668.0,96437.0,95576.53077741074,0.05,7167270.750763273,43731316.31383017,57167270.750763275,1.0369374505594329,0.7368420284728059
327,7594669.0,96437.0,94999.18007362004,0.05,8012092.035528337,43094463.796770595,58012092.03552834,1.0369374505594329,0.7368229234763557
328,7594670.0,96437.0,94999.18007362004,0.05,7789533.923430327,43260428.49406671,57789533.92343032,1.0369374505594329,0.724815570375886
329,7594671.0,96451.0,95012.97134171244,0.05,7716045.353016561,43315511.04565303,57716045.35301656,1.0367873340289937,0.7279004153124045
330,7594672.0,96419.0,94967.69806175448,0.05,7651604.797664329,43363927.31432316,57651604.79766433,1.0371347771390524,0.7302252402550727
331,7594673.0,94545.0,93153.11212938113,0.05,7439060.219951431,43524388.98594003,57439060.21995143,1.0576957415506234,0.7399082670091676
332,7594674.0,94545.0,94999.8516906585,0.05,7234864.955919735,43679669.75942743,57234864.955919735,1.0576957415506234,0.7343079327069945
333,7594675.0,94545.0,94999.8516906585,0.05,7046163.248025949,43824156.74706241,57046163.24802595,1.0576957415506234,0.7475538420499751
334,7594676.0,94690.0,95145.5492790571,0.05,7079007.2184605,43798939.78239078,57079007.2184605,1.0560757069126354,0.7436151155462474
335,7594677.0,94531.0,94840.29801765044,0.05,6943221.644102543,43903381.78659967,56943221.64410254,1.0578517516483767,0.7399098882460206
336,7594678.0,94531.0,94999.79473831906,0.05,6958737.836915229,43891422.01777754,56958737.83691523,1.0578517516483767,0.7448548666631664
337,7594679.0,94531.0,94999.79473831906,0.05,7724345.639155236,43309282.63142085,57724345.63915524,1.0578517516483767,0.750132544154637
338,7594680.0,94531.0,94999.79473831906,0.05,7681968.188632293,43341100.84150507,57681968.188632295,1.0578517516483767,0.7460901610561841
339,7594681.0,94013.0,94479.2258913329,0.05,7470962.956658116,43500228.13930196,57470962.95665812,1.063673150556197,0.739241405733023
340,7594682.0,93323.0,94301.91095788818,0.05,7414761.5433334345,43542809.075557,57414761.54333343,1.0715444406755332,0.7393570662918721
341,7594683.0,93323.0,94999.75474530464,0.05,7278714.182286427,43646231.16440576,57278714.18228643,1.0715444406755332,0.7334805775975408
342,7594684.0,93323.0,94999.75474530464,0.05,7966734.2561513465,43128184.32987198,57966734.25615135,1.0715444406755332,0.7387459703682838
343,7594685.0,93323.0,94999.75474530464,0.05,8410906.379224073,42800226.10450733,58410906.37922408,1.0715444406755332,0.712525847187462
344,7594686.0,92704.0,94369.63303696542,0.05,8177270.090912294,42972109.14319814,58177270.0909123,1.0787015058350964,0.7046847045069918
345,7594687.0,93087.0,95392.43271998805,0.05,8048376.980206064,43067526.26094052,58048376.980206065,1.074254338020981,0.7128299519474198
346,7594688.0,88217.0,90029.12019033704,0.05,7824810.952978117,43234036.71882206,57824810.95297812,1.1335598539099287,0.7603963635472885
347,7594689.0,88217.0,94999.28715075357,0.05,8211570.548618727,42946788.35218819,58211570.54861873,1.1335598539099287,0.7512720954050219
348,7594690.0,88217.0,94999.28715075357,0.05,8013248.381090887,43093604.818978935,58013248.38109089,1.1335598539099287,0.7662353270140657
349,7594691.0,88163.0,94941.135530248,0.05,7834543.51207345,43226761.173935845,57834543.51207345,1.134251405563275,0.7574279982258616
350,7594692.0,87717.0,94518.47401470412,0.05,7775282.529303267,43271099.51789531,57775282.52930327,1.1400261699858267,0.7408294142778437
351,7594693.0,86052.0,93196.45538063935,0.05,7614668.024187378,43391727.93550538,57614668.02418738,1.1620792737174737,0.7635645407367116
352,7594694.0,86052.0,94999.28337883925,0.05,7863448.236681433,43205167.96327344,57863448.23668143,1.1620792737174737,0.7665991328106776
353,7594695.0,86052.0,94999.28337883925,0.05,7645063.786823763,43368847.83830247,57645063.786823764,1.1620792737174737,0.7645424128921894
354,7594696.0,87162.0,96224.69597297431,0.05,7598848.371912223,43403645.57044011,57598848.371912226,1.147280082629487,0.7460124973673086
355,7594697.0,87425.0,95285.91316268877,0.05,7387769.250470217,43563289.402114466,57387769.25047022,1.1438303407637165,0.735029108248857
356,7594698.0,87425.0,94999.39916420451,0.05,7185829.232696875,43717124.21668595,57185829.232696876,1.1438303407637165,0.728185380430743
357,7594699.0,87425.0,94999.39916420451,0.05,7012963.39903718,43849676.4762489,57012963.39903718,1.1438303407637165,0.7248733586894078
358,7594700.0,87425.0,94999.39916420451,0.05,6830077.047733005,43990790.26234976,56830077.04773301,1.1438303407637165,0.7265938985115706
359,7594701.0,87227.0,94784.24467710688,0.05,6640524.777056019,44138009.13463114,56640524.777056016,1.146422961931672,0.7214315518106815
360,7594702.0,87321.0,95101.45948589375,0.05,6458454.421071129,44280347.835150145,56458454.42107113,1.1451872559140184,0.7208282041854062
361,7594703.0,87321.0,94998.95155498458,0.05,6354582.690260045,44361964.55824494,56354582.690260045,1.1451872559140184,0.7336197002403789
362,7594704.0,87321.0,94998.95155498458,0.05,6230118.253782504,44460159.03286544,56230118.2537825,1.1451872559140184,0.7338120477241818
363,7594705.0,87321.0,94998.95155498458,0.05,6289251.820215804,44413452.287211716,56289251.82021581,1.1451872559140184,0.7472040705671548
364,7594706.0,87104.0,94762.87120217792,0.05,6445177.719635278,44290763.19712496,56445177.71963528,1.148044965809346,0.748319419078703
365,7594707.0,87198.0,95101.86368221117,0.05,6520819.929629561,44231488.55789051,56520819.929629564,1.1468089174650051,0.7443459026647675
366,7594708.0,87198.0,94999.47178585785,0.05,7259308.378546591,43661023.34789426,57259308.37854659,1.1468089174650051,0.7400512451600606
367,7594709.0,87198.0,94999.47178585785,0.05,7057660.923586964,43815325.75175246,57057660.923586965,1.1468089174650051,0.7400512451600606
368,7594710.0,87198.0,94999.47178585785,0.05,7580453.445434948,43417511.50621068,57580453.44543495,1.1468089174650051,0.7282533054677301
369,7594711.0,87215.0,95017.99274987489,0.05,7414555.646832785,43542965.22606476,57414555.64683279,1.1465870667289442,0.7240170613532798
370,7594712.0,85576.0,93214.31808127632,0.05,7583317.683754097,43415351.88593904,57583317.683754094,1.1685392179354073,0.731238501853364
371,7594713.0,85576.0,94998.9665083384,0.05,7413604.455547437,43543686.61761392,57413604.45554744,1.1685392179354073,0.7339397166494255
372,7594714.0,85576.0,94998.9665083384,0.05,7508609.829866807,43471751.57591164,57508609.829866804,1.1685392179354073,0.7432155496119338
373,7594715.0,85576.0,94998.9665083384,0.05,7842347.347524859,43220929.20917702,57842347.34752486,1.1685392179354073,0.7466299510081419
374,7594716.0,85732.0,95172.14402043642,0.05,7767423.0573622715,43276986.71130844,57767423.05736227,1.166423496508863,0.7452781256172588
375,7594717.0,85919.0,95207.04337671773,0.05,7559275.177368876,43433486.476267315,57559275.17736888,1.1638799225836862,0.7336387340172233
376,7594718.0,85328.0,94345.96873250973,0.05,7352790.298080826,43589858.26158935,57352790.298080824,1.1719401624426662,0.7390254664363454
377,7594719.0,85328.0,94999.34467186242,0.05,7173465.452893819,43726578.058484,57173465.452893816,1.1719401624426662,0.7441973321284178
378,7594720.0,85328.0,94999.34467186242,0.05,6993521.231108866,43864634.891788736,56993521.23110887,1.1719401624426662,0.7441410946391896
379,7594721.0,84530.0,94110.89683471463,0.05,6800297.570578273,44013853.92204289,56800297.57057828,1.1830009168531332,0.755590334286356
380,7594722.0,85391.0,95966.7497264556,0.05,6639440.25031565,44138854.28512983,56639440.25031565,1.1710779158193023,0.7474869696507362
381,7594723.0,85391.0,94999.53859423974,0.05,6497825.765499159,44249490.42068526,56497825.76549916,1.1710779158193023,0.7425058271917957
382,7594724.0,85391.0,94999.53859423974,0.05,6482501.681473912,44261495.606169164,56482501.68147391,1.1710779158193023,0.753076659420783
383,7594725.0,85391.0,94999.53859423974,0.05,6459296.420186368,44279687.46536051,56459296.42018637,1.1710779158193023,0.752268135905048
384,7594726.0,85558.0,95185.33010558445,0.05,6298658.212257694,44406031.67795719,56298658.2122577,1.1687972994454832,0.7507477780355414
385,7594727.0,85449.0,94878.93241830124,0.05,6130326.057875902,44539203.23609475,56130326.0578759,1.1702856478322488,0.7570023135615431
386,7594728.0,85788.0,95376.64189842132,0.05,5962427.888534905,44672829.509460546,55962427.8885349,1.165658908532034,0.7540094952175803
387,7594729.0,85788.0,94999.56912288882,0.05,5838175.659833715,44772236.38590927,55838175.659833714,1.165658908532034,0.7643660873213117
388,7594730.0,85788.0,94999.56912288882,0.05,5676004.113727223,44902647.73480055,55676004.11372723,1.165658908532034,0.7598030496611637
389,7594731.0,85861.0,95080.40756819553,0.05,5682077.093861622,44897750.41591614,55682077.093861625,1.1646601552344154,0.7691354173092042
390,7594732.0,86538.0,95747.99248799204,0.05,5795680.082095596,44806336.19523227,55795680.08209559,1.1555484207567652,0.762571819498517
391,7594733.0,89161.0,97878.36010593925,0.05,5719776.148562251,44867373.36012266,55719776.14856225,1.1215553660616338,0.7379973022428913
392,7594734.0,89161.0,94999.04809375027,0.05,5601483.094408721,44962829.422285676,55601483.09440872,1.1215553660616338,0.7294083067605798
393,7594735.0,89161.0,94999.04809375027,0.05,5499364.54095364,45045560.80376777,55499364.540953636,1.1215553660616338,0.7400373026853181
394,7594736.0,88533.0,94329.92816235789,0.05,5551798.004624054,45003043.82212622,55551798.004624054,1.1295099239388244,0.7455476524493361
395,7594737.0,85836.0,92104.9831396523,0.05,5417480.968386666,45112119.06990404,55417480.968386665,1.165,0.76897333675
396,7594738.0,88546.0,97998.28550000001,0.05,5701822.036091666,44881835.25451178,55701822.03609166,1.1293559318192266,0.7513990317945368
397,7594739.0,88546.0,94999.95282192196,0.05,5655299.794693652,44919351.961488456,55655299.79469365,1.1293559318192266,0.7513990317945368
398,7594740.0,88546.0,94999.95282192196,0.05,5539072.879749537,45013354.92965244,55539072.87974954,1.1293559318192266,0.7783946773287057
399,7594741.0,89245.0,95749.90162844652,0.05,5385209.744200939,45138404.486438915,55385209.74420094,1.1205072476284024,0.7453935483062173
400,7594742.0,87966.0,93638.21351763605,0.05,5261219.425723569,45239682.1130638,55261219.42572357,1.136801098566253,0.7729934622588196
401,7594743.0,87966.0,94999.85316465507,0.05,5136929.354992185,45341661.7364392,55136929.35499218,1.136801098566253,0.7679359329553938
402,7594744.0,87966.0,94999.85316465507,0.05,5740027.558662723,44851072.19168333,55740027.55866272,1.136801098566253,0.7687361151905159
403,7594745.0,87966.0,94999.85316465507,0.05,6101716.571913699,44561916.33272732,56101716.5719137,1.136801098566253,0.7662623401796901
404,7594746.0,88475.0,95549.55333586679,0.05,5932224.444916096,44696952.87127517,55932224.4449161,1.1302511596685894,0.751481169894289
405,7594747.0,87757.0,94228.07846808457,0.05,5915398.403088855,44710403.06245759,55915398.40308885,1.139499419485545,0.7416750439387298
406,7594748.0,88401.0,95696.24377284458,0.05,5763797.739910092,44831953.72848059,55763797.739910096,1.1312030565426718,0.7455810219644879
407,7594749.0,88401.0,94999.5073313573,0.05,5737063.216814753,44853457.56871166,55737063.21681476,1.1312030565426718,0.7527451051761191
408,7594750.0,88401.0,94999.5073313573,0.05,5604783.415507964,44960160.73507013,55604783.415507965,1.1312030565426718,0.7485414725277921
409,7594751.0,88402.0,95000.581974261,0.05,5708422.29492405,44876517.71512817,55708422.29492405,1.1311949178962883,0.7506703099590208
